Formula,Source,ID,space group,centered,natoms,nelectrons,dim,bandgap,directbandgap,metallicity,ν,wcc
Na2SnSe3,ICSD,300237,P2_1/c (14),1,24,200,1,1.4644,1.464,0,(0;000),0
Na2SeO3,COD,9007931,P2_1/c (14),1,24,168,1,4.4238,4.459,0,(0;000),0
Na2PdF4,ICSD,71101,P2_1/c (14),1,14,128,1,1.3759,1.415,0,(0;000),0
Na2LiAlF6,COD,2013037,P2_1/c (14),1,20,132,1,7.3657,7.366,0,(0;000),0
Na2GeSe3,ICSD,49003,P2_1/c (14),1,24,160,1,1.7979,1.798,0,(0;000),0
Na2GeS3,ICSD,653637,P2_1/c (14),1,24,160,1,2.7259,2.726,0,(0;000),0
Na2CuF4,ICSD,34602,P2_1/c (14),1,14,114,1,0,0,0.562,(0;010),0
Na2CrF4,ICSD,67250,P2_1/c (14),1,14,120,1,0,0.028,0.444,(0;000),0
Na2CrCl4,ICSD,66201,P2_1/c (14),1,14,120,1,0,0.02,0.493,(0;000),0
Na2AgF4,ICSD,425149,P2_1/c (14),1,14,114,1,0,0,0.723,(0;000),0
MoS2Cl3,ICSD,28062,P2_1/c (14),1,24,188,1,1.3573,1.39,0,(0;000),0
MoCl3O,COD,1527307,P2_1/c (14),1,20,164,1,0,0.005,0.067,(0;010),0
Mn(SeO3)2,ICSD,69801,P2_1/c (14),1,18,126,3,0,0.001,0.915,(0;000),0
MnNi(BiO3)2,ICSD,153857,P2_1/c (14),1,20,182,3,0,0,0.877,(0;000),0
MnIn2NiO6,ICSD,237528,P2_1/c (14),1,20,174,3,0,0,0.755,(1;111),0
MnB4,ICSD,425100,P2_1/c (14),1,10,54,3,0,0,0.914,(0;000),0
MnAsO4,ICSD,165270,P2_1/c (14),1,24,176,3,0,0.01,0.172,(0;000),0
MnAgO4,COD,8103397,P2_1/c (14),1,24,200,3,0.7334,0.762,0,(0;000),0
Mn2FeSbO6,ICSD,181147,P2_1/c (14),1,20,158,3,8.8163,0,1,(0;000),0
MgP4,ICSD,113,P2_1/c (14),1,10,60,1,0.6744,0.674,0,(0;000),0
MgP4,COD,1528274,P2_1/c (14),1,10,60,1,0.6681,0.668,0,(0;000),0
MgGaH4,ICSD,240696,P2_1/c (14),1,24,108,2,0,0.015,0.33,(0;010),0
Mg(ClO4)2,COD,2018117,P2_1/c (14),1,22,144,3,6.019,6.019,0,(0;000),0
Mg(AuF4)2,COD,1510402,P2_1/c (14),1,22,176,3,2.1334,2.147,0,(0;000),0
LiYO2,COD,1008941,P2_1/c (14),1,16,104,3,4.2319,4.232,0,(0;000),0
LiSb3O8,COD,7117434,P2_1/c (14),1,24,132,3,0,1.308,1,(0;000),0
LiP,COD,9015447,P2_1/c (14),1,16,64,1,0.8201,1.112,0,(0;000),0
LiMnF4,ICSD,62655,P2_1/c (14),1,12,92,2,0,0.015,0.136,(0;000),0
LiIO4,ICSD,400552,P2_1/c (14),1,24,136,1,2.6356,2.723,0,(0;000),0
LiInI4,ICSD,36599,P2_1/c (14),1,24,176,1,2.0709,2.071,0,(0;000),0
LiGaI4,ICSD,60850,P2_1/c (14),1,24,176,1,2.3064,2.339,0,(0;000),0
LiGaCl4,ICSD,60849,P2_1/c (14),1,24,176,1,4.6362,4.636,0,(0;000),0
LiGaBr4,ICSD,61337,P2_1/c (14),1,24,176,1,3.4986,3.499,0,(0;000),0
LiCoF4,COD,1000261,P2_1/c (14),1,12,96,2,0.0757,0.121,0,(0;000),0
LiCO2,ICSD,173993,P2_1/c (14),1,16,76,1,3.6516,3.677,0,(0;000),0
LiCaGaN2,ICSD,415411,P2_1/c (14),1,20,144,1,2.2368,2.237,0,(0;000),0
LiCaAlN2,ICSD,424911,P2_1/c (14),1,20,104,1,2.8043,2.811,0,(0;000),0
LiBO2,COD,2310701,P2_1/c (14),1,16,72,1,5.6407,5.641,0,(0;000),0
LiBeN,ICSD,402341,P2_1/c (14),1,12,48,1,2.7254,2.963,0,(0;000),0
LiAuI4,COD,1510187,P2_1/c (14),1,12,84,1,0.4995,0.624,0,(0;000),0
LiAs,COD,9008949,P2_1/c (14),1,16,64,1,0.4721,0.668,0,(0;000),0
LiAlH4,ICSD,22247,P2_1/c (14),1,24,40,1,5.1658,5.345,0,(0;000),0
LiAlCl4,COD,1004036,P2_1/c (14),1,24,136,1,5.7046,5.732,0,(0;000),0
Li6Br3N,ICSD,84092,P2_1/c (14),1,20,88,1,2.3159,2.316,0,(0;000),0
Li3BN2,ICSD,41022,P2_1/c (14),1,24,88,1,3.4359,3.802,0,(0;000),0
Li2VF6,ICSD,290251,P2_1/c (14),1,18,122,1,0,0,0.769,(0;000),0
Li2TeSe3,ICSD,415121,P2_1/c (14),1,24,120,3,0.7397,0.75,0,(0;000),0
Li2TeS3,ICSD,415120,P2_1/c (14),1,24,120,1,1.1876,1.204,0,(0;000),0
Li2CrF6,COD,1525286,P2_1/c (14),1,18,124,1,0,0.018,0.019,(0;000),0
KSb,COD,9016016,P2_1/c (14),1,16,112,3,0,0.727,1,(0;000),0
KRb2YF6,ICSD,73472,P2_1/c (14),1,20,160,2,6.2959,6.332,0,(0;000),0
KRb2ScF6,ICSD,81679,P2_1/c (14),1,20,160,2,6.7988,6.811,0,(0;000),0
KNO2,ICSD,86117,P2_1/c (14),1,16,104,1,2.4941,2.579,0,(0;000),0
KNaZnO2,ICSD,38327,P2_1/c (14),1,20,168,3,1.8459,1.846,0,(0;000),0
KMnF4,COD,1006039,P2_1/c (14),1,24,208,1,0,0.013,0.22,(0;000),0
KICl4,COD,1010442,P2_1/c (14),1,24,176,1,1.8961,1.91,0,(0;000),0
KH3O2,ICSD,47114,P2_1/c (14),1,24,96,1,4.2058,4.232,0,(0;000),0
KGaI4,ICSD,400816,P2_1/c (14),1,24,200,1,2.5195,2.585,0,(0;000),0
KGaCl4,COD,2201772,P2_1/c (14),1,24,200,1,4.597,4.597,0,(0;000),0
KCuCl3,ICSD,109325,P2_1/c (14),1,20,164,3,0.0337,0.048,0,(0;000),0
KCuCl3,COD,1528208,P2_1/c (14),1,20,164,1,0,0.004,0.065,(0;000),0
KCSeN,ICSD,23951,P2_1/c (14),1,16,96,1,2.9858,2.986,0,(0;000),0
KCO3,COD,9010971,P2_1/c (14),1,20,124,1,0.5021,0.56,0,(0;000),0
KCO3,COD,9010292,P2_1/c (14),1,20,124,1,0.4508,0.493,0,(0;000),0
KC2N3,ICSD,411931,P2_1/c (14),1,24,128,1,4.3977,4.398,0,(0;000),0
KBeH3,COD,4343937,P2_1/c (14),1,20,64,1,3.2474,3.247,0,(0;000),0
KAuI4,COD,1510186,P2_1/c (14),1,24,192,1,0.3927,0.397,0,(0;000),0
KAuI3,COD,7209388,P2_1/c (14),1,20,164,2,0.6758,0.676,0,(0;000),0
KAuCl4,COD,1510092,P2_1/c (14),1,24,192,1,1.4946,1.495,0,(0;000),0
KAuBr4,COD,2008114,P2_1/c (14),1,24,192,1,0.9514,0.951,0,(0;000),0
K3YF6,ICSD,416296,P2_1/c (14),1,20,160,1,6.6499,6.735,0,(0;000),0
K2ZrTe3,ICSD,410734,P2_1/c (14),1,24,160,1,0.4061,0.409,0,(0;000),0
K2W2O7,ICSD,67284,P2_1/c (14),1,22,232,2,2.6632,3.296,0,(0;000),0
K2TeSe3,ICSD,63012,P2_1/c (14),1,24,168,1,1.7685,1.866,0,(0;000),0
K2TeS3,COD,2008727,P2_1/c (14),1,24,168,1,2.3568,2.39,0,(0;000),0
K2TeI6,ICSD,23649,P2_1/c (14),1,18,132,1,1.4052,1.537,0,(0;000),0
K2TcI6,ICSD,65510,P2_1/c (14),1,18,150,1,0,0,0.897,(0;000),0
K2SnBr6,ICSD,35557,P2_1/c (14),1,18,148,1,1.6747,1.675,0,(0;000),0
K2Mn2O3,ICSD,61038,P2_1/c (14),1,14,132,3,0,0,0.388,(1;101),0
K2CoO2,ICSD,74940,P2_1/c (14),1,20,188,1,0.0211,0.033,0,(0;000),0
K2CO3,COD,9009645,P2_1/c (14),1,24,160,1,3.9261,3.926,0,(0;000),0
K2Cd2O3,COD,1528164,P2_1/c (14),1,14,120,3,0.7106,0.711,0,(0;000),0
K2BeO2,ICSD,23633,P2_1/c (14),1,20,136,3,3.1261,3.253,0,(0;000),0
K2AgF4,ICSD,421461,P2_1/c (14),1,14,114,1,0,0,0.547,(0;010),0
Ir(Cl2F3)2,ICSD,411351,P2_1/c (14),1,22,174,1,0,0,0.66,(0;101),0
IO2,ICSD,63651,P2_1/c (14),1,24,152,2,1.4592,1.854,0,(0;000),0
InTeI,COD,1525202,P2_1/c (14),1,12,104,2,1.3786,1.379,0,(0;000),0
InTeCl,ICSD,21031,P2_1/c (14),1,24,208,2,1.6881,1.688,0,(0;000),0
InTeBr,COD,1524712,P2_1/c (14),1,12,104,2,1.6209,1.621,0,(0;000),0
InI3,ICSD,23136,P2_1/c (14),1,16,136,1,1.996,1.996,0,(0;000),0
ICl,COD,9008992,P2_1/c (14),1,16,112,1,1.6268,1.696,0,(0;000),0
ICl,ICSD,26032,P2_1/c (14),1,16,112,1,0,0.196,0.034,(0;000),0
ICl,ICSD,23886,P2_1/c (14),1,16,112,1,1.283,1.441,0,(0;000),0
I,COD,5900010,P2_1/c (14),1,16,112,1,0,0.007,0.889,(1;000),0
HgSeO3,ICSD,412547,P2_1/c (14),1,20,144,3,2.5801,2.712,0,(0;000),0
HgSeO3,ICSD,412548,P2_1/c (14),1,20,144,3,2.3972,2.828,0,(0;000),0
HgPO4,COD,9008252,P2_1/c (14),1,24,164,2,0,0.006,0.481,(1;000),0
HgNO2,ICSD,60055,P2_1/c (14),1,16,116,3,2.1969,2.197,0,(0;000),0
HgN3,ICSD,426345,P2_1/c (14),1,16,108,3,2.4188,2.423,0,(0;000),0
HgCN2,ICSD,412278,P2_1/c (14),1,16,104,3,1.849,1.89,0,(0;000),0
HgC2(SeN)2,ICSD,85760,P2_1/c (14),1,14,84,2,2.326,2.434,0,(0;000),0
Hg3(ClO)2,ICSD,28399,P2_1/c (14),1,14,124,3,0,0.082,0.044,(0;000),0
Hg2TeBr3,ICSD,417407,P2_1/c (14),1,24,204,3,1.8832,1.912,0,(0;000),0
Hg2SeO3,ICSD,412302,P2_1/c (14),1,24,192,3,2.3056,2.306,0,(0;000),0
Hg,ICSD,15902,P2_1/c (14),1,6,72,3,1.6952,1.722,0,(0;000),0
HfO2,COD,9013470,P2_1/c (14),1,12,96,3,4.1729,4.216,0,(0;000),0
HCO2,COD,5900034,P2_1/c (14),1,16,68,1,0,0.011,0.058,(1;010),0
HCO2,COD,4507991,P2_1/c (14),1,16,68,1,3.2517,3.449,0,(0;000),0
HCCl2,COD,7106717,P2_1/c (14),1,16,76,1,5.0857,5.162,0,(0;000),0
HC3F2,COD,4116823,P2_1/c (14),1,24,108,2,3.7951,4.119,0,(0;000),0
HC,COD,4501704,P2_1/c (14),1,24,60,1,4.4352,4.498,0,(0;000),0
H4CN,COD,2100668,P2_1/c (14),1,24,52,1,4.4325,4.433,0,(0;000),0
H4CN,COD,2100671,P2_1/c (14),1,24,52,1,4.4543,4.534,0,(0;000),0
H4CN,COD,2100665,P2_1/c (14),1,24,52,1,4.7319,4.878,0,(0;000),0
H3C2N,COD,2103498,P2_1/c (14),1,24,64,1,7.2294,7.259,0,(0;000),0
H2C3F,COD,4116821,P2_1/c (14),1,24,84,1,4.1064,4.146,0,(0;000),0
H2C3Cl,COD,2006743,P2_1/c (14),1,24,84,1,4.0279,4.071,0,(0;000),0
Ge(TeO3)2,COD,2017124,P2_1/c (14),1,18,104,3,3.9301,4.065,0,(0;000),0
Ge(SeO3)2,ICSD,422883,P2_1/c (14),1,18,104,3,4.1298,4.13,0,(0;000),0
GePbS3,ICSD,2090,P2_1/c (14),1,20,144,3,1.8361,1.931,0,(0;000),0
GeCl4,COD,2012797,P2_1/c (14),1,20,128,1,4.342,4.405,0,(0;000),0
GeBr4,COD,8102926,P2_1/c (14),1,20,128,1,3.0218,3.068,0,(0;000),0
GeBr2,COD,8103585,P2_1/c (14),1,24,144,2,2.608,2.634,0,(0;000),0
Ge3F8,ICSD,427896,P2_1/c (14),1,22,136,3,4.5299,4.541,0,(0;000),0
GaPS4,ICSD,2613,P2_1/c (14),1,24,168,2,2.1386,2.139,0,(0;000),0
GaI3,ICSD,413457,P2_1/c (14),1,16,136,1,1.9315,1.958,0,(0;000),0
GaBr3,ICSD,413456,P2_1/c (14),1,16,136,1,3.2077,3.208,0,(0;000),0
Ga9Rh2,ICSD,635207,P2_1/c (14),1,22,302,3,0,0,0.88,(1;000),0
Ga9Ir2,ICSD,634438,P2_1/c (14),1,22,302,3,0,0,0.88,(0;010),0
Ga2I3,ICSD,24822,P2_1/c (14),1,20,188,1,2.2613,2.288,0,(0;000),0
Ga2HCl3,COD,4320174,P2_1/c (14),1,24,192,1,3.9594,3.964,0,(0;000),0
Ga2CuCl8,COD,1530952,P2_1/c (14),1,22,186,2,0,0,0.665,(0;010),0
Ga2Au,ICSD,188889,P2_1/c (14),1,12,148,3,0,0.018,0.716,(1;000),0
FeTeAs,ICSD,610529,P2_1/c (14),1,12,76,3,0.5659,0.631,0,(0;000),0
FeSbS,COD,9000017,P2_1/c (14),1,12,76,3,0.4941,0.589,0,(0;000),0
FeS,ICSD,89381,P2_1/c (14),1,24,168,3,0,0.017,0.009,(0;000),0
FePO4,ICSD,281079,P2_1/c (14),1,24,148,3,0,0,0.467,(0;111),0
FeAsSe,ICSD,610526,P2_1/c (14),1,12,76,3,0,0.021,0.461,(1;010),0
FeAsS,COD,1010913,P2_1/c (14),1,12,76,3,0.1573,0.372,0,(0;000),0
FeAsO4,ICSD,73978,P2_1/c (14),1,24,148,3,0,0.013,0.161,(0;010),0
Fe2P2O7,COD,4000291,P2_1/c (14),1,22,136,3,0.4683,0.487,0,(0;000),0
Fe2AgS3,COD,9013697,P2_1/c (14),1,24,180,3,0,0.034,0.198,(1;000),0
CuTeO4,COD,2106504,P2_1/c (14),1,24,164,3,0,0.011,0.424,(0;000),0
CuTeO3,COD,1530570,P2_1/c (14),1,20,140,3,0,0.011,0.099,(1;000),0
CuTe2I,ICSD,67253,P2_1/c (14),1,16,120,2,0.801,0.84,0,(0;000),0
CuTe2Cl,ICSD,641,P2_1/c (14),1,16,120,2,0.517,0.717,0,(0;000),0
CuTe2Br,ICSD,67252,P2_1/c (14),1,16,120,2,0.3199,0.337,0,(0;000),0
CuSe2Cl,ICSD,68292,P2_1/c (14),1,16,120,2,0.7697,0.926,0,(0;000),0
CuSe2Br,ICSD,410004,P2_1/c (14),1,16,120,2,0.8528,0.925,0,(0;000),0
Cu(SbO3)2,COD,9012740,P2_1/c (14),1,18,114,3,0,0,0.944,(0;010),0
CuP2,ICSD,628625,P2_1/c (14),1,12,84,2,0.8546,0.855,0,(0;000),0
CuP2,ICSD,35282,P2_1/c (14),1,12,84,2,0.8655,0.866,0,(0;000),0
CuHOF,ICSD,98698,P2_1/c (14),1,16,100,2,0,0.052,0.272,(0;010),0
CuHClO,ICSD,91088,P2_1/c (14),1,16,100,2,0,0.03,0.337,(0;001),0
CuHClO,ICSD,38384,P2_1/c (14),1,16,100,2,0,0.014,0.317,(1;000),0
CuGeO3,ICSD,411020,P2_1/c (14),1,20,132,3,0,0.016,0.016,(0;010),0
CuGeO3,COD,1531289,P2_1/c (14),1,20,132,3,0,0.005,0.372,(1;101),0
CuF2,COD,9009094,P2_1/c (14),1,6,50,3,0,0,0.422,(0;000),0
CuF2,ICSD,26576,P2_1/c (14),1,6,50,3,0,0,0.405,(1;001),1
CuClF10,COD,1529596,P2_1/c (14),1,24,176,2,0,0.002,0.108,(0;000),0
CuClF10,ICSD,35387,P2_1/c (14),1,24,176,2,0,0.001,0.267,(1;001),0
CuCl3O2,COD,2310504,P2_1/c (14),1,24,176,1,0.006,0.082,1,(0;000),0
Cu2ClO3,COD,9004404,P2_1/c (14),1,24,188,3,0,0.004,0.717,(1;010),0
CsTlI4,ICSD,59110,P2_1/c (14),1,24,200,1,1.2714,1.337,0,(0;000),0
CsTeSe3,ICSD,84993,P2_1/c (14),1,20,132,3,0.9985,1.018,0,(0;000),0
CsTe4,ICSD,47182,P2_1/c (14),1,20,132,3,0.4746,0.475,0,(0;000),0
CsSO4,COD,9008020,P2_1/c (14),1,24,156,1,1.4623,1.462,0,(0;000),0
CsSnF3,ICSD,236903,P2_1/c (14),1,20,176,1,3.7279,3.733,0,(0;000),0
CsSnCl3,COD,1527954,P2_1/c (14),1,20,176,1,2.8109,2.811,0,(0;000),0
CsSbS2,COD,1530125,P2_1/c (14),1,16,104,1,1.8455,2.003,0,(0;000),0
CsO3,ICSD,33847,P2_1/c (14),1,16,108,1,0,0,0.677,(1;111),0
CsInI4,ICSD,36602,P2_1/c (14),1,24,200,1,2.1482,2.148,0,(0;000),0
CsI4,ICSD,44621,P2_1/c (14),1,20,148,1,1.4286,1.453,0,(0;000),0
CsGaSe3,COD,1533091,P2_1/c (14),1,20,160,1,1.9338,2.031,0,(0;000),0
CsGaS3,ICSD,281723,P2_1/c (14),1,20,160,1,2.6307,2.708,0,(0;000),0
CsFeI4,ICSD,66811,P2_1/c (14),1,24,180,1,0,0,0.462,(1;111),0
CSCl2O,COD,7050458,P2_1/c (14),1,20,120,1,3.0161,3.088,0,(0;000),0
CSCl2,ICSD,300291,P2_1/c (14),1,16,96,1,2.8885,2.901,0,(0;000),0
CsBSe3,COD,1511083,P2_1/c (14),1,20,120,1,1.7859,1.948,0,(0;000),0
CsBiS2,ICSD,72975,P2_1/c (14),1,16,144,1,1.5688,1.689,0,(0;000),0
CsAlTe3,ICSD,300180,P2_1/c (14),1,20,120,1,1.2933,1.511,0,(0;000),0
Cs2Te3As,ICSD,405235,P2_1/c (14),1,24,164,3,0.8153,0.91,0,(0;000),0
Cs2CO3,COD,1527331,P2_1/c (14),1,24,160,3,3.4916,3.511,0,(0;000),0
CrPbO4,COD,9007486,P2_1/c (14),1,24,208,3,1.8083,1.903,0,(0;000),0
Cr(OF)2,COD,4339750,P2_1/c (14),1,20,160,2,2.262,2.278,0,(0;000),0
CrInBr3,ICSD,54136,P2_1/c (14),1,20,192,3,0,0.006,0.247,(1;000),0
CrHgO4,ICSD,2224,P2_1/c (14),1,24,200,3,1.7041,1.705,0,(0;000),0
CrF2,COD,9009095,P2_1/c (14),1,6,56,3,0,0.023,0.454,(0;000),0
CrF2,ICSD,31827,P2_1/c (14),1,6,56,3,0,0.025,0.421,(0;000),1
CoTe(PbO3)2,ICSD,169193,P2_1/c (14),1,20,174,3,0,0,0.876,(0;000),0
CoSb2,ICSD,624891,P2_1/c (14),1,12,108,3,0,0.026,0.117,(1;010),0
CoP2,ICSD,38316,P2_1/c (14),1,12,108,3,0.324,0.324,0,(0;000),1
CoAsS,ICSD,44607,P2_1/c (14),1,12,112,3,0,0.019,0.303,(0;000),0
CoAs2,COD,9012076,P2_1/c (14),1,12,108,3,0,0.179,0.012,(0;000),0
Co2P2O7,COD,2006658,P2_1/c (14),1,22,172,3,0,0.015,0.457,(1;000),0
CN2,COD,4300179,P2_1/c (14),1,24,112,1,0,0.003,0.752,(0;000),0
ClF,ICSD,406442,P2_1/c (14),1,8,56,1,2.4667,2.494,0,(0;000),0
CIF2,COD,7200677,P2_1/c (14),1,16,100,1,3.1528,3.212,0,(0;000),0
CI,COD,2212043,P2_1/c (14),1,24,132,1,0.9107,1.054,0,(0;000),0
CdSO3,ICSD,62640,P2_1/c (14),1,20,144,3,3.5968,3.893,0,(0;000),0
CdP4,ICSD,620212,P2_1/c (14),1,10,64,2,0.4513,0.519,0,(0;000),0
CdP4,ICSD,25605,P2_1/c (14),1,10,64,2,0.4602,0.528,0,(0;000),1
Cd(CO2)2,COD,2012182,P2_1/c (14),1,14,88,3,3.3446,3.396,0,(0;000),0
Cd3TeO6,ICSD,35084,P2_1/c (14),1,20,156,3,0.8176,0.818,0,(0;000),0
Cd3(ClO)2,ICSD,300028,P2_1/c (14),1,14,124,3,1.2957,1.43,0,(0;000),0
Cd2PCl2,ICSD,412647,P2_1/c (14),1,20,172,3,1.6678,1.668,0,(0;000),0
Cd2AsCl2,COD,1001161,P2_1/c (14),1,20,172,3,1.2332,1.371,0,(0;000),0
CBrF2,COD,7200672,P2_1/c (14),1,16,100,1,4.3722,4.447,0,(0;000),0
CaSO4,COD,9003568,P2_1/c (14),1,24,160,1,6.4075,6.633,0,(0;000),0
CaSiPt,ICSD,72641,P2_1/c (14),1,12,96,3,0,0.128,0.101,(1;000),0
CaSiPd,ICSD,69790,P2_1/c (14),1,12,128,3,0,0.014,0.135,(1;000),0
CaSeO3,ICSD,159880,P2_1/c (14),1,20,136,1,4.4343,4.59,0,(0;000),0
CaPSe3,ICSD,412765,P2_1/c (14),1,20,132,1,2.2546,2.255,0,(0;000),0
CaPS3,ICSD,405192,P2_1/c (14),1,20,132,1,3.1376,3.138,0,(0;000),0
CaCO3,COD,2106394,P2_1/c (14),1,20,128,1,4.9865,5.058,0,(0;000),0
Ca5Au4,COD,1510534,P2_1/c (14),1,18,188,3,0,0.032,0.321,(1;001),0
Ca3WO6,ICSD,262323,P2_1/c (14),1,20,160,1,3.2315,3.447,0,(0;000),0
Ca3TeO6,ICSD,16362,P2_1/c (14),1,20,144,1,3.7915,4.049,0,(0;000),0
Ca3ReO6,ICSD,84791,P2_1/c (14),1,20,162,1,0,0,0.86,(0;101),0
Ca2ScSbO6,ICSD,262995,P2_1/c (14),1,20,144,3,3.8324,4.021,0,(0;000),0
Ca2NiWO6,ICSD,160110,P2_1/c (14),1,20,160,3,0,0.037,0.636,(0;000),0
Ca2NiWO6,ICSD,155734,P2_1/c (14),1,20,160,2,0,0.135,0.107,(0;000),0
Ca2NiOsO6,ICSD,152444,P2_1/c (14),1,20,164,3,0.0359,0.078,0,(0;000),0
Ca2MnWO6,ICSD,51615,P2_1/c (14),1,20,170,3,0,0,0.904,(0;010),0
Ca2MnReO6,ICSD,247998,P2_1/c (14),1,20,172,3,0.009,0.021,0,(1;010),0
Ca2MgWO6,COD,2013469,P2_1/c (14),1,20,160,3,3.4238,3.484,0,(0;000),0
Ca2InOsO6,ICSD,190486,P2_1/c (14),1,20,170,3,0,0,0.6,(0;010),0
Ca2FeSbO6,ICSD,83473,P2_1/c (14),1,20,138,3,0,0,0.686,(0;101),0
Ca2FeReO6,ICSD,150697,P2_1/c (14),1,20,158,3,0,0,0.82,(0;101),0
Ca2FeMoO6,ICSD,89956,P2_1/c (14),1,20,156,3,0.2263,0.298,0,(0;000),0
Ca2CrSbO6,ICSD,290790,P2_1/c (14),1,20,150,3,7.4056,0,1,(0;000),0
Ca2CoWO6,ICSD,98732,P2_1/c (14),1,20,174,3,0,0,0.983,(0;101),0
Ca2CoTeO6,ICSD,153001,P2_1/c (14),1,20,158,3,0,0,0.864,(0;101),0
C3IF2,COD,7208556,P2_1/c (14),1,24,132,1,2.7461,2.746,0,(0;000),0
C3Cl2O,COD,7202469,P2_1/c (14),1,24,128,1,1.4252,1.472,0,(0;000),0
C3Br2O,COD,7206336,P2_1/c (14),1,24,128,1,1.2333,1.269,0,(0;000),0
C2S3,COD,7006523,P2_1/c (14),1,20,104,1,1.647,1.649,0,(0;000),0
C2S2O,COD,2008373,P2_1/c (14),1,20,104,2,2.5413,2.574,0,(0;000),0
BN,ICSD,162883,P2_1/c (14),1,8,32,2,3.1457,3.54,0,(0;000),0
BiPO4,COD,7023719,P2_1/c (14),1,24,176,1,3.3191,3.364,0,(0;000),0
BiOsSe,ICSD,616892,P2_1/c (14),1,12,148,3,0.3781,0.641,0,(0;000),0
BiI3,ICSD,187607,P2_1/c (14),1,16,104,2,0.6786,0.679,0,(0;000),0
BiBr3,ICSD,100293,P2_1/c (14),1,16,104,2,2.1184,2.183,0,(0;000),0
BiBr3,COD,8103605,P2_1/c (14),1,16,144,2,2.133,2.198,0,(0;000),0
BiBO3,COD,7209481,P2_1/c (14),1,20,144,3,2.9857,2.986,0,(0;000),0
BiAsO4,COD,9011234,P2_1/c (14),1,24,176,3,3.0064,3.123,0,(0;000),0
Bi2Rh,ICSD,43503,P2_1/c (14),1,12,188,3,0,0.014,0.221,(0;101),0
Bi2O3,ICSD,15072,P2_1/c (14),1,20,112,3,2.2283,2.259,0,(0;000),0
Bi2O3,COD,9012546,P2_1/c (14),1,20,192,3,2.2166,2.249,0,(0;000),0
Bi2O3,COD,1010004,P2_1/c (14),1,20,192,3,0,0.077,0.116,(1;000),0
Bi2Ir,ICSD,616739,P2_1/c (14),1,12,188,3,0,0.154,0.167,(0;000),0
Bi2Ir,ICSD,424397,P2_1/c (14),1,12,76,3,0,0.208,0.075,(0;000),0
BH3,ICSD,15598,P2_1/c (14),1,16,24,1,5.9279,5.928,0,(0;000),0
BF2,ICSD,27867,P2_1/c (14),1,12,68,1,5.0014,5.057,0,(0;000),0
BF2,COD,1510681,P2_1/c (14),1,12,68,1,5.0014,5.057,0,(0;000),0
BaSnS2,ICSD,2587,P2_1/c (14),1,16,144,1,1.7505,1.836,0,(0;000),0
Ba(SiRh)2,ICSD,50158,P2_1/c (14),1,20,208,3,0,0.014,0.425,(1;001),0
Ba(SiIr)2,ICSD,50159,P2_1/c (14),1,20,208,3,0,0.225,0.604,(0;000),0
BaPSe3,ICSD,412768,P2_1/c (14),1,20,132,1,2.2266,2.278,0,(0;000),0
BaPS3,ICSD,412764,P2_1/c (14),1,20,132,1,3.1945,3.195,0,(0;000),0
BaP3Pt2,ICSD,62520,P2_1/c (14),1,24,180,3,0.0952,0.53,0,(0;000),0
BaNb2O6,ICSD,39272,P2_1/c (14),1,18,144,3,2.717,3.205,0,(0;000),0
Ba(GaPt)2,ICSD,50160,P2_1/c (14),1,20,224,3,0,0.082,0.52,(1;001),0
Ba(GaP)2,COD,4316404,P2_1/c (14),1,20,184,1,1.428,1.428,0,(0;000),0
Ba(GaAs)2,COD,4316405,P2_1/c (14),1,20,184,1,1.3257,1.368,0,(0;000),0
BaBiO3,COD,2100569,P2_1/c (14),1,20,172,3,0,1.096,0.032,(0;000),0
Ba2YReO6,ICSD,97089,P2_1/c (14),1,20,164,3,0,0.029,0.393,(0;000),0
Ba2P3Pd,ICSD,75019,P2_1/c (14),1,24,212,1,0,0.016,0.369,(1;000),0
Ba2GeP2,ICSD,35150,P2_1/c (14),1,20,136,1,0.6927,0.821,0,(0;000),0
Ba2GeAs2,ICSD,35151,P2_1/c (14),1,20,136,1,0.5906,0.728,0,(0;000),0
Ba2Bi2O5,ICSD,69864,P2_1/c (14),1,18,160,2,1.8699,2.004,0,(0;000),0
AuCl3,COD,2310075,P2_1/c (14),1,16,128,1,1.314,1.408,0,(0;000),0
AsSeI,COD,1530126,P2_1/c (14),1,12,72,2,1.2995,1.425,0,(0;000),0
AsCl3O,ICSD,411196,P2_1/c (14),1,20,128,1,2.8211,2.897,0,(0;000),0
As2Se3,COD,9011471,P2_1/c (14),1,20,112,2,1.2699,1.47,0,(0;000),0
As2S3,COD,9012091,P2_1/c (14),1,20,112,2,1.5014,1.906,0,(0;000),0
As2Rh,ICSD,657340,P2_1/c (14),1,12,108,3,0.3743,0.424,0,(0;000),0
As2O3,COD,9014252,P2_1/c (14),1,20,112,2,3.969,4.192,0,(0;000),0
As2O3,COD,4506960,P2_1/c (14),1,20,112,2,3.4753,3.656,0,(0;000),0
As2Ir,COD,9009907,P2_1/c (14),1,12,108,3,0.92,0.945,0,(0;000),0
As2Ir,ICSD,42573,P2_1/c (14),1,12,76,3,0.9232,1.038,0,(0;000),0
AlTlI4,ICSD,419827,P2_1/c (14),1,24,176,1,2.8112,2.879,0,(0;000),0
AlI3,ICSD,391247,P2_1/c (14),1,16,96,1,2.9254,2.928,0,(0;000),0
