SG,Top_Class,Formula,Source,ID,centered,natoms,nelectrons,dim,bandgap,directbandgap,metallicity,Z2,wcc
129,4.0,CaMnGe,ICSD,66957,1.0,6.0,58.0,2.0,0.0,0.0,0.865,(1;000),0.0
129,4.0,CaCoSi,ICSD,428148,1.0,6.0,62.0,1.0,0.0,0.0,0.814,(0;001),0.0
129,4.0,Sr2FeBrO3,ICSD,93509,1.0,14.0,106.0,1.0,0.0,0.0,0.782,(0;000),0.0
129,4.0,BaMnSbF,ICSD,248366,1.0,8.0,74.0,1.0,0.0,0.0,0.872,(0;000),0.0
129,4.0,BaMnBiF,ICSD,426033,1.0,8.0,94.0,1.0,0.0,0.0,0.869,(0;000),0.0
129,4.0,NaMnAs,ICSD,26461,1.0,6.0,58.0,1.0,0.0,0.0,0.866,(1;000),0.0
129,4.0,LiMnAs,ICSD,26459,1.0,6.0,46.0,2.0,0.0,0.0,0.824,(0;001),0.0
129,4.0,KMnAs,ICSD,60743,1.0,6.0,58.0,1.0,0.0,0.0,0.833,(1;000),0.0
129,4.0,SrMnAsF,ICSD,189940,1.0,8.0,74.0,1.0,0.0,0.0,0.876,(1;001),0.0
129,4.0,MnCuAs,ICSD,423230,1.0,6.0,62.0,3.0,0.0,0.0,0.811,(1;000),0.0
129,4.0,CsMnAs,ICSD,40572,1.0,6.0,58.0,1.0,0.0,0.0,0.833,(1;001),0.0
129,4.0,LiCoAs,ICSD,107932,1.0,6.0,50.0,2.0,0.0,0.0,0.776,(0;001),0.0
129,4.0,BaMnAsF,ICSD,248365,1.0,8.0,74.0,1.0,0.0,0.0,0.857,(0;000),0.0
131,2.0,TePdI,ICSD,50987,1.0,12.0,124.0,3.0,0.0,0.002,0.983,(1;110),0.0
131,2.0,Ca(PtO2)2,ICSD,6159,1.0,14.0,108.0,3.0,0.0,0.008,0.364,(1;000),0.0
136,1.0,Ca(Cu2P)2,ICSD,62553,1.0,14.0,128.0,3.0,0.0,0.021,0.267,(1;000),0.0
136,3.0,Zr2Ni2Sn,ICSD,405564,1.0,20.0,168.0,3.0,0.0,0.008,0.422,(0;000),0.0
136,3.0,In3Ir,ICSD,407548,1.0,16.0,224.0,3.0,0.0,0.008,0.307,(0;000),0.0
136,3.0,Zr2InPd2,ICSD,404888,1.0,20.0,228.0,3.0,0.0,0.004,0.549,(0;000),0.0
136,3.0,Hf2Ni2Sn,ICSD,407546,1.0,20.0,232.0,3.0,0.0,0.014,0.422,(0;000),0.0
136,3.0,Sr2LiCoN2,ICSD,72387,1.0,12.0,100.0,1.0,0.0,0.008,0.377,(1;000),0.0
136,3.0,Mg(BiO3)2,ICSD,50005,1.0,18.0,152.0,3.0,0.0,0.008,0.035,(0;000),0.0
136,4.0,ReO2,ICSD,154021,1.0,6.0,54.0,3.0,0.0,0.0,0.836,(0;000),0.0
136,4.0,Y(Ni2P)2,ICSD,189495,1.0,14.0,122.0,3.0,0.0,0.0,0.949,(1;000),0.0
136,4.0,Rb3NiO2,ICSD,424579,1.0,12.0,98.0,2.0,0.0,0.0,0.589,(0;000),0.0
136,4.0,K3NiO2,ICSD,262579,1.0,12.0,98.0,2.0,0.0,0.0,0.603,(0;000),0.0
136,4.0,Sc(Fe2P)2,ICSD,68525,1.0,14.0,106.0,3.0,0.0,0.0,0.869,(1;000),0.0
136,4.0,Li2VF6,ICSD,290252,1.0,18.0,122.0,1.0,0.0,0.0,0.711,(0;110),0.0
136,4.0,VF2,ICSD,38069,1.0,6.0,54.0,3.0,0.0,0.001,0.793,(0;000),0.0
136,4.0,Cu(SbO3)2,ICSD,84789,1.0,18.0,114.0,3.0,0.0,0.0,0.877,(0;000),0.0
136,4.0,Cs3NiO2,ICSD,424578,1.0,12.0,98.0,3.0,0.0,0.0,0.766,(0;000),0.0
137,3.0,Nb4O5,ICSD,39595,1.0,18.0,164.0,3.0,0.0,0.004,0.327,(0;000),0.0
137,4.0,Li6CoO4,ICSD,62688,1.0,22.0,118.0,3.0,0.0,0.0,0.95,(1;000),0.0
139,1.0,YSi3,ICSD,263005,1.0,16.0,92.0,3.0,0.0,0.004,0.638,(0;000),0.0
139,1.0,Sr(SbPd)2,ICSD,61195,1.0,5.0,56.0,3.0,0.0,0.008,0.775,(0;000),0.0
139,1.0,Sr(PRh)2,ICSD,50186,1.0,5.0,54.0,2.0,0.0,0.018,0.576,(1;000),0.0
139,1.0,Sr(PPd)2,ICSD,36373,1.0,5.0,56.0,2.0,0.0,0.055,0.807,(1;000),0.0
139,1.0,Sr3V2O7,ICSD,71320,1.0,12.0,98.0,2.0,0.0,0.01,0.766,(0;000),0.0
139,1.0,ScSi3Ni2,ICSD,41771,1.0,12.0,86.0,3.0,0.0,0.009,0.936,(1;000),0.0
139,1.0,Na2Ti2Sb2O,ICSD,91204,1.0,7.0,58.0,1.0,0.0,0.019,0.592,(0;000),0.0
139,1.0,Sr2MoO4,ICSD,152123,1.0,7.0,58.0,3.0,0.0,0.05,0.763,(0;000),0.0
139,1.0,MgPd3,ICSD,150228,1.0,8.0,128.0,3.0,0.0,0.006,0.682,(1;000),0.0
139,1.0,K2Mg5Sn3,ICSD,421342,1.0,10.0,110.0,1.0,0.0,0.014,0.15,(0;000),0.0
139,1.0,Sr(InHg)2,ICSD,427211,1.0,5.0,60.0,3.0,0.0,0.032,0.716,(1;000),0.0
139,1.0,Hf3Te2,ICSD,75936,1.0,5.0,48.0,2.0,0.0,0.011,0.811,(0;000),0.0
139,1.0,Sr(ZnGe)2,ICSD,411,1.0,5.0,42.0,3.0,0.0,0.011,0.303,(1;111),0.0
139,1.0,Sr(MnGe)2,ICSD,403,1.0,5.0,48.0,3.0,0.0,0.005,0.746,(0;111),0.0
139,1.0,Sr(GeIr)2,ICSD,165737,1.0,5.0,52.0,3.0,0.0,0.043,0.561,(1;111),0.0
139,1.0,Sr3(FeO3)2,ICSD,249014,1.0,11.0,82.0,1.0,0.0,0.008,0.799,(1;111),0.0
139,1.0,Sr2FeO4,ICSD,74421,1.0,7.0,52.0,2.0,0.0,0.003,0.768,(0;000),0.0
139,1.0,Rb2NiF4,ICSD,69682,1.0,7.0,56.0,2.0,0.0,0.006,0.71,(0;000),0.0
139,1.0,Sr2Ti2Sb2OF2,ICSD,167014,1.0,9.0,74.0,1.0,0.0,0.022,0.576,(0;000),0.0
139,1.0,Sr2Cu2Ni(SO)2,ICSD,88424,1.0,9.0,76.0,1.0,0.0,0.022,0.476,(1;000),0.0
139,1.0,Sr3Fe2Cu2Se2O5,ICSD,154203,1.0,14.0,110.0,1.0,0.0,0.001,0.694,(0;111),0.0
139,1.0,HfCuGe,ICSD,290194,1.0,6.0,54.0,3.0,0.0,0.0,0.623,(1;000),0.0
139,1.0,Sr2CrO4,ICSD,245595,1.0,7.0,58.0,2.0,0.0,0.021,0.786,(0;000),0.0
139,1.0,NaTeH6O6F,ICSD,42,0.0,15.0,64.0,1.0,3.6488,3.725,0.0,(0;000),0.0
139,1.0,Sr(CoGe)2,ICSD,407,1.0,5.0,52.0,3.0,0.0,0.005,0.628,(1;000),0.0
139,1.0,K3Co2F7,ICSD,33524,1.0,12.0,110.0,2.0,0.0,0.011,0.959,(0;000),0.0
139,1.0,Rb3Mn2Cl7,ICSD,30081,1.0,12.0,106.0,2.0,0.0,0.006,0.842,(0;000),0.0
139,1.0,K3Mn2Cl7,ICSD,36127,1.0,12.0,106.0,2.0,0.0,0.004,0.851,(0;000),0.0
139,1.0,Sr3Fe2(ClO2)2,ICSD,174532,1.0,11.0,84.0,1.0,0.0,0.003,0.804,(0;000),0.0
139,1.0,Sr3Co2Cl2O5,ICSD,90123,1.0,12.0,108.0,1.0,0.0,0.028,0.519,(0;111),0.0
139,1.0,Sr3Co2(ClO2)2,ICSD,251170,1.0,11.0,102.0,1.0,0.0,0.003,0.862,(0;000),0.0
139,1.0,Sr(CdGa)2,ICSD,370021,1.0,5.0,60.0,3.0,0.0,0.013,0.813,(0;000),0.0
139,1.0,Ca(ZnSi)2,ICSD,59649,1.0,5.0,42.0,3.0,0.0,0.007,0.413,(0;000),0.0
139,1.0,Ca(SiRh)2,ICSD,425469,1.0,5.0,52.0,3.0,0.0,0.036,0.611,(1;111),0.0
139,1.0,Ca(PRh)2,ICSD,50185,1.0,5.0,54.0,2.0,0.0,0.053,0.174,(0;111),0.0
139,1.0,Ca(PPd)2,ICSD,36371,1.0,5.0,56.0,2.0,0.0,0.056,0.804,(1;000),0.0
139,1.0,CaPd2,ICSD,30835,1.0,3.0,46.0,2.0,0.0,0.017,0.582,(1;111),0.0
139,1.0,CaIn,ICSD,414231,1.0,8.0,92.0,1.0,0.0,0.0,0.494,(0;111),0.0
139,1.0,Ca(GeRu)2,ICSD,52761,1.0,5.0,50.0,3.0,0.0,0.002,0.499,(1;000),0.0
139,1.0,Ca(GePd)2,ICSD,52759,1.0,5.0,54.0,3.0,0.0,0.005,0.701,(0;000),0.0
139,1.0,Ca(NiGe)2,ICSD,408,1.0,5.0,38.0,3.0,0.0,0.011,0.725,(0;111),0.0
139,1.0,Ca(MnGe)2,ICSD,81743,1.0,5.0,48.0,3.0,0.0,0.001,0.817,(1;000),0.0
139,1.0,Ca(GeIr)2,ICSD,52755,1.0,5.0,52.0,3.0,0.0,0.072,0.573,(1;111),0.0
139,1.0,Ca(CuP)2,ICSD,41756,1.0,5.0,42.0,2.0,0.0,0.004,0.354,(1;111),0.0
139,1.0,Ca(CoSi)2,ICSD,420974,1.0,5.0,52.0,3.0,0.0,0.022,0.623,(1;111),0.0
139,1.0,Ca(CoGe)2,ICSD,406,1.0,5.0,52.0,3.0,0.0,0.024,0.628,(1;111),0.0
139,1.0,RbNiC2N2Cl,ICSD,380471,1.0,14.0,88.0,3.0,0.0,0.006,0.273,(0;000),0.0
139,1.0,CsNiC2N2Cl,ICSD,380469,1.0,14.0,88.0,2.0,0.0,0.009,0.271,(0;000),0.0
139,1.0,RbNiC2BrN2,ICSD,380470,1.0,14.0,88.0,3.0,0.0,0.009,0.315,(0;000),0.0
139,1.0,CsNiC2BrN2,ICSD,380468,1.0,14.0,88.0,3.0,0.0,0.012,0.283,(0;000),0.0
139,1.0,Rb3Mn2Br7,ICSD,32544,1.0,12.0,106.0,2.0,0.0,0.001,0.861,(0;000),0.0
139,1.0,Sr3Fe2Br2O5,ICSD,69872,1.0,12.0,90.0,1.0,0.0,0.006,0.704,(0;000),0.0
139,1.0,Sr2Bi,ICSD,41836,1.0,6.0,50.0,1.0,0.0,0.035,0.055,(0;111),0.0
139,1.0,BePd2,ICSD,107609,1.0,3.0,40.0,3.0,0.0,0.02,0.675,(0;000),0.0
139,1.0,Ba3(Ge4Ir)4,ICSD,189363,1.0,23.0,162.0,3.0,0.0,0.014,0.563,(0;000),0.0
139,1.0,Ba2Sb,ICSD,41837,1.0,6.0,50.0,1.0,0.0,0.024,0.277,(0;111),0.0
139,1.0,Ba2Hg,ICSD,30084,1.0,3.0,32.0,2.0,0.0,0.044,0.609,(0;111),0.0
139,1.0,Ba2Mn2Se2OF2,ICSD,183149,1.0,9.0,82.0,1.0,0.0,0.009,0.65,(0;111),0.0
139,1.0,Ba2CaTl2(CuO4)2,ICSD,78593,1.0,15.0,126.0,3.0,0.0,0.007,0.975,(0;000),0.0
139,1.0,Ba2Bi,ICSD,2141,1.0,6.0,70.0,1.0,0.0,0.014,0.226,(0;111),0.0
139,1.0,Ba(SbPd)2,ICSD,61197,1.0,5.0,56.0,3.0,0.0,0.029,0.777,(0;000),0.0
139,1.0,Ba(PRh)2,ICSD,50188,1.0,5.0,54.0,2.0,0.0,0.018,0.654,(1;000),0.0
139,1.0,Ba(MnSb)2,ICSD,32019,1.0,5.0,50.0,2.0,0.0,0.002,0.868,(0;111),0.0
139,1.0,Ba(CoGe)2,ICSD,420975,1.0,5.0,52.0,2.0,0.0,0.001,0.56,(1;000),0.0
139,1.0,Ba(CdGe)2,ICSD,174263,1.0,5.0,42.0,3.0,0.0,0.038,0.327,(1;111),0.0
139,1.0,Ba2Ti2Fe2As4O,ICSD,263018,1.0,11.0,86.0,1.0,0.0,0.008,0.714,(0;111),0.0
139,1.0,Sr(AsPd)2,ICSD,36374,1.0,5.0,56.0,3.0,0.0,0.009,0.729,(0;111),0.0
139,1.0,Sr2Ti2As2OF2,ICSD,167013,1.0,9.0,74.0,1.0,0.0,0.012,0.752,(0;111),0.0
139,1.0,Sr(CuAs)2,ICSD,78756,1.0,5.0,42.0,3.0,0.0,0.055,0.314,(1;111),0.0
139,1.0,Ca(AsPd)2,ICSD,36372,1.0,5.0,56.0,3.0,0.0,0.003,0.73,(0;111),0.0
139,1.0,Ba(AsRh)2,ICSD,416983,1.0,5.0,54.0,2.0,0.0,0.008,0.622,(1;000),0.0
139,1.0,Ba(MnAs)2,ICSD,41794,1.0,5.0,50.0,2.0,0.0,0.009,0.867,(0;111),0.0
139,1.0,Ca(MnAl2)4,ICSD,57545,1.0,13.0,94.0,3.0,0.0,0.004,0.728,(0;111),0.0
139,1.0,Ca(Al2Cu)4,ICSD,57539,1.0,13.0,78.0,3.0,0.0,0.003,0.521,(1;111),0.0
139,3.0,PdO,ICSD,41617,1.0,2.0,24.0,3.0,0.0,0.011,0.625,(0;000),0.0
139,3.0,Ni2PdSe2,ICSD,419760,1.0,20.0,200.0,3.0,0.0,0.002,0.68,(0;111),0.0
139,3.0,SrN2,ICSD,423722,1.0,3.0,20.0,1.0,0.0,0.005,0.58,(0;000),0.0
139,3.0,Sr(NiGe)2,ICSD,165736,1.0,5.0,38.0,3.0,0.0,0.007,0.715,(0;111),0.0
139,3.0,Mg2Ga5,ICSD,23227,1.0,14.0,170.0,3.0,0.0,0.0,0.692,(1;111),0.0
139,3.0,Cs2Pd(ICl2)2,ICSD,240484,1.0,9.0,78.0,1.0,0.0,0.031,0.268,(1;111),0.0
139,3.0,K4W2Cl10O,ICSD,1923,1.0,17.0,168.0,1.0,0.0,0.001,0.498,(1;111),0.0
139,3.0,CaN2,ICSD,423721,1.0,3.0,20.0,1.0,0.0,0.006,0.578,(0;000),0.0
139,3.0,CaGe3,ICSD,262736,1.0,16.0,88.0,1.0,0.0,0.007,0.607,(0;111),0.0
139,3.0,Ca(FeSi)2,ICSD,425467,1.0,5.0,34.0,3.0,0.0,0.011,0.645,(1;000),0.0
139,3.0,Ba(ZnSi)2,ICSD,174269,1.0,5.0,42.0,3.0,0.0,0.005,0.274,(1;000),0.0
139,3.0,Ba(NiP)2,ICSD,85408,1.0,5.0,40.0,2.0,0.0,0.013,0.833,(1;111),0.0
139,3.0,BaIn4,ICSD,414230,1.0,5.0,62.0,3.0,0.0,0.003,0.201,(1;000),0.0
139,3.0,Ba(MnGe)2,ICSD,404,1.0,5.0,48.0,3.0,0.0,0.001,0.733,(0;000),0.0
139,3.0,Ca(CdAu2)2,ICSD,424033,1.0,7.0,78.0,3.0,0.0,0.029,0.418,(1;111),0.0
139,3.0,Ba(AsPd)2,ICSD,61196,1.0,5.0,56.0,3.0,0.0,0.023,0.752,(1;111),0.0
139,3.0,Ba(AsPd)2,ICSD,36377,1.0,10.0,112.0,3.0,0.0,0.011,0.884,(0;111),0.0
139,3.0,Ba(AlSi)2,ICSD,153385,1.0,5.0,24.0,2.0,0.0,0.0,0.319,(1;000),0.0
140,1.0,SrRuO3,ICSD,86940,1.0,10.0,88.0,3.0,0.0,0.011,0.547,(0;000),0.0
140,1.0,SrMoO3,ICSD,174206,1.0,5.0,42.0,3.0,0.0,0.0,0.772,(0;000),0.0
140,1.0,Mg2Pt,ICSD,245120,1.0,6.0,60.0,3.0,0.0,0.018,0.323,(0;111),0.0
140,1.0,CrSb2,ICSD,86811,1.0,6.0,48.0,3.0,0.0,0.006,0.448,(0;000),0.0
140,1.0,Cs3CdBr5,ICSD,39599,1.0,18.0,148.0,1.0,3.1932,3.193,0.0,(0;000),0.0
140,2.0,Ca(Ni2Sn)2,ICSD,418133,1.0,14.0,156.0,3.0,0.0,0.0,0.435,(1;111),0.0
140,2.0,Ti4FeBi2,ICSD,150146,1.0,14.0,172.0,3.0,0.0,0.002,0.679,(1;111),0.0
140,3.0,V4SiSb2,ICSD,82564,1.0,14.0,132.0,3.0,0.0,0.007,0.927,(1;000),0.0
140,3.0,Sr(Ni2Sn)2,ICSD,418131,1.0,14.0,156.0,3.0,0.0,0.001,0.333,(1;111),0.0
140,3.0,Sr(Cu2Sn)2,ICSD,422455,1.0,14.0,164.0,3.0,0.0,0.003,0.752,(1;111),0.0
140,3.0,Ba5Pb3,ICSD,58668,1.0,16.0,184.0,1.0,0.0,0.007,0.558,(0;111),0.0
140,3.0,Ba3CrO5,ICSD,73893,1.0,18.0,148.0,1.0,0.0,0.0,0.531,(1;000),0.0
140,4.0,Tl5Te3,ICSD,40260,1.0,16.0,166.0,3.0,0.0,0.0,0.538,(0;000),0.0
140,4.0,LiSn4Ru,ICSD,412250,1.0,12.0,150.0,3.0,0.0,0.0,0.496,(1;111),0.0
140,4.0,Ca5Sn3H,ICSD,165190,1.0,18.0,186.0,1.0,0.0,0.001,0.47,(0;000),0.0
140,4.0,Nb5Ge3,ICSD,2003,1.0,16.0,154.0,3.0,0.0,0.002,0.613,(0;000),0.0
140,4.0,Sr5Pb3F,ICSD,165195,1.0,18.0,198.0,1.0,0.0,0.001,0.574,(0;000),0.0
140,4.0,Ti5CuSb2,ICSD,159248,1.0,16.0,162.0,3.0,0.0,0.001,0.677,(1;000),0.0
140,4.0,RbCuF3,ICSD,69656,1.0,10.0,82.0,3.0,0.0,0.004,0.236,(0;000),0.0
140,4.0,KCuF3,ICSD,9856,1.0,10.0,82.0,3.0,0.0,0.009,0.248,(0;000),0.0
140,4.0,Cs3MnI5,ICSD,403102,1.0,18.0,154.0,1.0,0.0,0.0,0.298,(0;111),0.0
140,4.0,Cs3MnCl5,ICSD,24,1.0,18.0,154.0,1.0,0.0,0.0,0.337,(1;111),0.0
140,4.0,Ti4MnBi2,ICSD,150145,1.0,14.0,186.0,3.0,0.0,0.0,0.573,(1;111),0.0
140,4.0,Ti4CoBi2,ICSD,150147,1.0,14.0,190.0,3.0,0.0,0.0,0.92,(1;111),0.0
141,1.0,V2H,ICSD,61422,1.0,12.0,108.0,3.0,0.0,0.003,0.756,(1;111),0.0
141,1.0,LiAg,ICSD,247145,1.0,4.0,28.0,3.0,0.0,0.025,0.646,(1;111),0.0
141,4.0,LiSn,ICSD,107516,1.0,12.0,102.0,3.0,0.0,0.0,0.856,(1;111),0.0
141,4.0,Sr4In2N,ICSD,62536,1.0,14.0,142.0,1.0,0.0,0.0,0.891,(1;111),0.0
141,4.0,Li2CuSn2,ICSD,426084,1.0,10.0,90.0,3.0,0.0,0.0,0.933,(1;111),0.0
141,4.0,Cs,ICSD,150187,1.0,2.0,18.0,3.0,0.0,0.0,0.599,(1;111),0.0
141,4.0,Li2AgSn2,ICSD,426085,1.0,10.0,90.0,3.0,0.0,0.0,0.927,(1;111),0.0
142,3.0,Sn4Rh,ICSD,174219,1.0,20.0,292.0,3.0,0.0,0.001,0.55,(1;111),0.0
142,3.0,Sn4Ir,ICSD,412573,1.0,20.0,292.0,3.0,0.0,0.003,0.491,(1;111),0.0
146,3.0,KNi(PO3)3,ICSD,91527,0.0,14.0,88.0,3.0,0.0,0.0,0.653,,0.0
148,1.0,Tl6TeO12,ICSD,37134,1.0,19.0,156.0,3.0,0.0769,0.01,1.0,(1;000),0.0
148,1.0,MnGeO3,ICSD,73247,1.0,10.0,74.0,3.0,0.0,0.027,0.326,(1;111),0.0
148,1.0,Cr2Se3,ICSD,106520,1.0,10.0,92.0,3.0,0.0,0.011,0.356,(1;000),0.0
148,1.0,CrGeTe3,ICSD,79270,1.0,10.0,72.0,2.0,0.0,0.031,0.084,(1;111),0.0
148,1.0,Sc7NCl12,ICSD,201976,1.0,20.0,166.0,3.0,0.0,0.037,0.019,(1;111),0.0
148,1.0,Sc7CoCl12,ICSD,424476,1.0,20.0,178.0,3.0,0.1088,0.149,0.0,(0;000),0.0
148,1.0,Ca(Mo3S4)2,ICSD,62388,1.0,15.0,142.0,3.0,0.0,0.041,0.702,(1;000),0.0
148,1.0,TiBr3,ICSD,39242,1.0,8.0,66.0,2.0,0.0,0.008,0.833,(1;000),0.0
148,1.0,Ba6Re2N6O,ICSD,419636,1.0,15.0,126.0,1.0,0.0,0.046,0.473,(1;111),0.0
148,1.0,Ba6Os2N6O,ICSD,419467,1.0,15.0,128.0,1.0,0.0,0.007,0.163,(1;000),0.0
148,3.0,WCl3,ICSD,109512,1.0,24.0,294.0,2.0,0.0,0.001,0.624,(0;000),0.0
148,3.0,Ca3Au4,ICSD,54547,1.0,14.0,148.0,3.0,0.0,0.001,0.29,(1;000),0.0
150,4.0,TaTl(PO4)2,ICSD,190109,0.0,12.0,84.0,1.0,0.0,0.0,0.511,,0.0
156,3.0,NaMnTe2,ICSD,110774,0.0,4.0,36.0,1.0,0.0,0.007,0.726,(1;100),1.0
156,3.0,NaMnSe2,ICSD,50818,0.0,4.0,36.0,1.0,0.0,0.015,0.72,(1;100),1.0
156,3.0,LiMnTe2,ICSD,110773,0.0,4.0,30.0,1.0,0.0,0.002,0.716,(1;100),1.0
156,3.0,LiMnSe2,ICSD,50817,0.0,4.0,30.0,1.0,0.0,0.002,0.677,(1;100),1.0
160,3.0,Zn(InS2)2,ICSD,42667,0.0,7.0,62.0,2.0,0.0,0.011,0.068,(1;000),1.0
160,3.0,VH6(OF)3,ICSD,69571,0.0,13.0,58.0,1.0,0.0,0.0,0.289,(0;000),1.0
161,3.0,Li2ReO3,ICSD,200999,0.0,12.0,78.0,3.0,0.0,0.001,0.327,(0;111),1.0
161,3.0,LiReO3,ICSD,35012,0.0,10.0,72.0,3.0,0.0,0.0,0.563,(0;000),1.0
161,4.0,TiMnO3,ICSD,65359,0.0,10.0,90.0,3.0,0.0,0.0,0.7,,0.0
161,4.0,TiMnO3,ICSD,190911,0.0,10.0,90.0,3.0,0.0,0.0,0.867,,0.0
161,4.0,FeBiO3,ICSD,97591,0.0,10.0,62.0,3.0,0.0,0.0,0.523,,0.0
161,4.0,FeBiO3,ICSD,75324,0.0,10.0,62.0,3.0,0.0,0.001,0.525,,0.0
161,4.0,FeBiO3,ICSD,51664,0.0,10.0,62.0,3.0,0.0,0.0,0.523,,0.0
161,4.0,FeBiO3,ICSD,260119,0.0,10.0,62.0,3.0,0.0,0.001,0.531,,0.0
161,4.0,FeBiO3,ICSD,260118,0.0,10.0,62.0,3.0,0.0,0.001,0.605,,0.0
161,4.0,FeBiO3,ICSD,245827,0.0,10.0,62.0,3.0,0.0,0.001,0.531,,0.0
161,4.0,FeBiO3,ICSD,237368,0.0,10.0,62.0,3.0,0.0,0.0,0.519,,0.0
161,4.0,FeBiO3,ICSD,237367,0.0,10.0,62.0,3.0,0.0,0.0,0.527,,0.0
161,4.0,FeBiO3,ICSD,192511,0.0,10.0,62.0,3.0,0.0,0.0,0.508,,0.0
161,4.0,FeBiO3,ICSD,192509,0.0,10.0,62.0,3.0,0.0,0.0,0.523,,0.0
161,4.0,FeBiO3,ICSD,191940,0.0,10.0,62.0,3.0,0.0,0.0,0.523,,0.0
161,4.0,FeBiO3,ICSD,188396,0.0,10.0,62.0,3.0,0.0,0.0,0.57,,0.0
161,4.0,FeBiO3,ICSD,163688,0.0,10.0,62.0,3.0,0.0,0.0,0.527,,0.0
161,4.0,FeBiO3,ICSD,163687,0.0,10.0,62.0,3.0,0.0,0.0,0.492,,0.0
161,4.0,FeBiO3,ICSD,15299,0.0,10.0,62.0,3.0,0.0,0.0,0.535,,0.0
161,4.0,FeBiO3,ICSD,109370,0.0,10.0,62.0,3.0,0.0,0.0,0.508,,0.0
162,3.0,As2PdO6,ICSD,187099,1.0,9.0,64.0,3.0,0.0,0.0,0.618,(0;000),0.0
162,3.0,Ni(AsO3)2,ICSD,80349,1.0,9.0,56.0,3.0,0.0,0.0,0.634,(0;000),0.0
163,1.0,NiMoP8,ICSD,71037,1.0,20.0,128.0,3.0,0.0,0.002,0.08,(1;000),0.0
163,3.0,LiGaPdF6,ICSD,78748,1.0,18.0,152.0,3.0,0.0,0.005,0.096,(0;000),0.0
163,3.0,LiAlPdF6,ICSD,73132,1.0,18.0,132.0,3.0,0.0,0.002,0.052,(0;000),0.0
163,4.0,Na3CrCl6,ICSD,62035,1.0,20.0,166.0,1.0,0.0,0.0,0.176,(1;000),0.0
164,1.0,ZrTe2,ICSD,653213,1.0,3.0,16.0,2.0,0.0,0.002,0.303,(1;001),0.0
164,1.0,Sb2Te,ICSD,69557,1.0,9.0,48.0,3.0,0.0,0.135,0.063,(1;000),0.0
164,1.0,Te2Pd,ICSD,42554,1.0,3.0,22.0,3.0,0.0,0.211,0.316,(1;000),0.0
164,1.0,Sr(MnSb)2,ICSD,41790,1.0,5.0,50.0,2.0,0.0,0.01,0.538,(1;001),0.0
164,1.0,Sr(MnP)2,ICSD,77670,1.0,5.0,50.0,2.0,0.0,0.012,0.406,(1;001),0.0
164,1.0,Zn(InS2)2,ICSD,42668,1.0,14.0,124.0,1.0,0.0,0.01,0.178,(0;001),0.0
164,1.0,HgPt2Se3,ICSD,185808,1.0,12.0,100.0,3.0,0.0,0.027,0.207,(0;001),0.0
164,1.0,SiH,ICSD,41478,1.0,4.0,10.0,2.0,2.0532,2.092,0.0,(0;000),0.0
164,1.0,GeSb4Te7,ICSD,42875,1.0,12.0,66.0,2.0,0.056,0.111,0.0,(1;001),0.0
164,1.0,K3Na(FeO4)2,ICSD,159909,1.0,14.0,100.0,1.0,0.0,0.008,0.168,(0;001),0.0
164,1.0,In2Fe2Se5,ICSD,155025,1.0,18.0,144.0,1.0,0.0,0.009,0.778,(1;000),0.0
164,1.0,Ca(MnSb)2,ICSD,416093,1.0,5.0,50.0,2.0,0.0,0.008,0.559,(1;001),0.0
164,1.0,Ca(MnP)2,ICSD,49017,1.0,5.0,50.0,2.0,0.0,0.013,0.494,(1;001),0.0
164,1.0,V2C,ICSD,5005,1.0,3.0,30.0,3.0,0.0,0.036,0.239,(1;000),0.0
164,1.0,Nb2C,ICSD,43670,1.0,3.0,30.0,3.0,0.0,0.088,0.234,(1;000),0.0
164,1.0,Bi4Te7Pb,ICSD,42707,1.0,12.0,116.0,3.0,0.0,0.056,0.062,(1;001),0.0
164,1.0,GeBi4Te7,ICSD,42891,1.0,12.0,106.0,3.0,0.0,0.074,0.057,(1;001),0.0
164,1.0,Bi2Te5Pb2,ICSD,42708,1.0,9.0,88.0,3.0,0.0,0.002,0.115,(1;000),0.0
164,1.0,Bi2Pb2Se5,ICSD,30372,1.0,9.0,88.0,3.0,0.0977,0.215,0.0,(1;000),0.0
164,1.0,Mg3Bi2,ICSD,659569,1.0,5.0,60.0,2.0,0.0,0.173,0.176,(1;000),0.0
164,1.0,Ca(MnBi)2,ICSD,41791,1.0,5.0,70.0,2.0,0.0,0.008,0.603,(1;001),0.0
164,1.0,BiTe,ICSD,100654,1.0,12.0,126.0,2.0,0.0457,0.097,0.0,(0;001),0.0
164,1.0,Ba3CaRu2O9,ICSD,152482,1.0,15.0,126.0,1.0,0.0,0.01,0.267,(1;001),0.0
164,1.0,GeTe7As4,ICSD,41107,1.0,12.0,66.0,2.0,0.0,0.012,0.072,(1;001),0.0
164,1.0,Mn2ZnAs2,ICSD,39512,1.0,5.0,52.0,3.0,0.0,0.014,0.505,(0;001),0.0
164,1.0,Sr(MnAs)2,ICSD,41793,1.0,5.0,50.0,2.0,0.0,0.012,0.495,(1;001),0.0
164,1.0,Ge5(Te4As)2,ICSD,63174,1.0,15.0,78.0,2.0,0.0,0.027,0.089,(1;001),0.0
164,3.0,Ti2O,ICSD,24081,1.0,3.0,30.0,3.0,0.0,0.025,0.314,(0;000),0.0
